mark,text,url
0.0,"Сегодня пошли в отделение Россельхозбанка получать страховое возмещение по банку Солидарность.   Все отделение битком забито людьми. Сегодня банк не выдает возмещение, работница банка записывает в тетрадку на 15 января (т.е. через 3 недели), причем, чтобы всего-навсего записаться надо отстоять во очереди больше часа в толкотне и духоте.",https://www.banki.ru/services/responses/bank/response/10122442/
0.0,"заказал карту Совесть, в назначенный день ее привезли, но позже чем должны были. но проблема не в этом. мне она была инетерсна для совершения достаточно крупных покупок. при оформлении указал свою зарплату, сумму обязательных платежей (кредиты и т.п.) и мне предварительно одобрили карту с лимитом как раз вот на эту разницу между зп и платежами. но была приписка что сумма изменится после того как я получу карту. и что в итоге. этот же самый лимит мне и одобрили. спрашивается зачем мне нужна эта карта, если я и так могу пойти и потратить свою зарплату на покупку? понимаю если бы лимит был хотя бы в два раза выше того что у меня остается от зп. и если учесть что срок рассрочки в среднем по 4 месяца, то необходимость в это карте отпадает. бесполезная карта, без увеличения лимита толку от нее 0.",https://www.banki.ru/services/responses/bank/response/10122440/
0.0,Начало отношений с Открытие побудило меня даже зарегистрироваться здесь и написать отзыв. Потому что молчать о таком отношении к клиентам не могу.,https://www.banki.ru/services/responses/bank/response/10122438/
0.0,Обескуражен работой кредитного подразделения Сбербанка! Каждый год присылают предодобреное персональное предложение и после подачи документов и тупого опроса присылают отказ! Менеджер в отделении  плавает при приемке пакета документов! При обращении  в контакт центр следуют банальные и бестолковые запросы !  Очень зашоренный банк!!!! Не понятно для чего эта оголтелая и дорогостоящая реклама в СМИ! Просто издеваются!!! Не советую тратить  время!,https://www.banki.ru/services/responses/bank/response/10122444/
0.0,Язаключила договор на рефинансирование ипотеки. Дата платежа - 15 число каждого,https://www.banki.ru/services/responses/bank/response/10122445/
0.0,"Здравствуйте! Хотел бы поделиться негативным опытом открытия ИП с р/с.  Представитель банка находящийся по адресу Ленинградский проспект д.37а., открыл мне ИП без проверки службой безопасности на предмет возможности открытия р/с! Причём открыл ИП без моего присутствия,  попросив расписаться на чистом листе бумаги. Мотивируя это тем, что если будет положительный ответ от СБ он начнет оформление.  В моем случае представитель открыл мне ИП без р/с.  При повторном моем визите к нему я попросил его закрыть это ИП т.к. без р/с оно мне не нужно! Представитель мне в этом отказал, со словами это не его забота и так бывает со многими при этом оскарбив меня словами: мошенник и вымогатель.",https://www.banki.ru/services/responses/bank/response/10122443/
0.0,"Решил подать онлайн заявку на кредит, начал заполнение анкеты, на 1 шаге буквально получил СМС с благодарностью ""за выбор продукта Ситибанка: Кредит Ситибанка"".",https://www.banki.ru/services/responses/bank/response/10122394/
0.0,"До недавнего времени благополучно пользовалась картой банка с безлимитным периодом кредитования. До тех пор, пока однажды на почте с меня не высчитала проценты за перевод денежных средств. На квитанции, предоставленной банком по-русски сообщается ""Дополнительная комиссия не взимается"", что ранее и происходило. На этот же раз я была вынуждена выложить сверху около 2%, а то, что в квитанции - это старые бланки банк высылает, с устаревшей информацией, - поведала мне сотрудница Почты России. С этого момента пользование картой я прекратила. Однако, судя по ответам представителей банка на данном ресурсе, я открыла для себя, что комиссия за перевод денег Почтой России",https://www.banki.ru/services/responses/bank/response/10122396/
0.0,"Взяла ипотеку в ПАО Сбербанк 2 года назад. Исправно плачу ее. Банк продал мою закладную третьему лицу. В уведомлении о продаже закладной указано, что банк продолжает обслуживание моего кредита и закладной. Несколько раз заказывала выписки ЕГРН, но они приходили с ошибками. В связи с угрозами мошенничества по отчуждению моего объекта недвижимости, я обратилась в ПАО Сбербанк с просьбой предоставить сведения из закладной, а именно ФИО текущего залогодателя, чтобы удостовериться в том, что плачу ипотеку за свою квартиру. Но ПАО Сбербанк отказывается предоставлять мне данные сведения, ссылая на то, что закладная принадлежит третьему лицу.",https://www.banki.ru/services/responses/bank/response/10122399/
1.0,Еще в начале июня 2017 задумался о приобретение 1-комнатной квартиры (в качестве инвестиции). Подал заявление на одобрение ипотеки в,https://www.banki.ru/services/responses/bank/response/10122504/
0.0,"Хотел взять 6 000 000 обратился в Россельхоз по причине низких процентов 9,1 до этого была уже ипотека  в сбере, безупречная кредитная история, работаю в крупной госкорпорации на руководящей должности, зп позволяет взять полную сумму, предоставил весь пакет документов, прошла неделя не ответа не привета, звонил в банк через день, сегодня узнал что пришел отказ т.к. у меня несоответствие серии трудовой и сделанными записями (была утеряна ТК и я ее восстановил у первого работодателя т.к. там была только одна запись). Когда мне озвучили причину был слегка в шоке, т.к. уже 9 лет работаю на одном месте проблем с кредитами никогда не было. Вот где клиентоориентированный банк))",https://www.banki.ru/services/responses/bank/response/10122513/
1.0,"Ипотечный менеджер Оксана Менькова за всё время от одобрения кредита  до сделки для моей семьи стала по истине родным человеком, которому доверяешь в решении всех  проблем связанных покупкой квартиры и не только. Было очень много нюансов и страхов , т.к. приобретаем впервые недвижимость.  Оксана всегда  профессионально  и по родственному с большим терпением отвечала на огромное число вопросов от меня. Только благодаря ей мы решились на серьезный шаг навстречу  светлому будущему семьи из четырех человек. В нашем жестоком мире, полным обмана и подводных камней с Оксаной была настоящая уверенность в том, что ей можно доверять отдавая все семейные накопления! От всей души выражаем огромную благодарность Оксане за её доброту, чуткость, терпение, огромный опыт в операциях с недвижимостью , наличии по истине человеческих качеств . Не смотря на нереальную нагрузку по сделкам она отвечала в чате ДомКлик всегда четко, вовремя и  по существу.  На неё можно положиться в самой , казалось,  безысходной  ситуации и она находила выход из них и слова поддержки.  Теперь для меня",https://www.banki.ru/services/responses/bank/response/10122512/
0.0,Обратилась в отделение банка в г. Лобня Московской области с запросом на получение справки по моему ипотечному кредиту,https://www.banki.ru/services/responses/bank/response/10122509/
0.0,"24 декабря 2017 года у меня закончились 2 договора вклада .Пунктом 3.5 обоих договоров четко и ясно определено, что",https://www.banki.ru/services/responses/bank/response/10122515/
0.0,"Ипотека была взята в октябре 2016 года под строящееся жилье с процентной ставкой 11,99%. Очень обрадовались, когда узнали, что месяц назад появилась возможность уменьшить свой платеж путем рефинансирования кредита и изменения процентной ставки на 9,15%. Необходимы условия, такие как отсутствие просроченных платежей, наличие ипотеки на протяжении года, у нас были выполнены. Обратились в банк, сказали, что нужно заново собрать все справки с работы по зарплате и трудовую. Сделали. К слову, количество членов семьи, заработная плата, наличие других кредитов, с октября прошлого года ничего не изменилось. Принесли все документы и тут началось: в справке 2-НДФЛ средняя заработная плата 120 000, менеджер банка почему-то сказала, что 77 000 и программа выдает 58 000 платежей по кредитам. и что, мол на всю сумму полностью рефинансироваться не получиться. Согласились, что половину мы загасим, а на остаток рефинансирование. И что вы думаете? Отказ! Причину, естественно никто не указывает. Кстати, справку переделывали по форме банка, со слов менеджера программа у них считает среднюю больше по такой справке. Есть ощущение, что рефинансирование они оформляют как новый запрос на кредит и программа считает, что вы берете новый кредит, а не рефинансируете старый и тем самым уменьшаете свою долговую нагрузку.  Так что все как всегда у нас. Ставку снизили, а получить вы ее не сможете. Ну нет интереса у банков уменьшать этим самым свой доход за счет ваших денег.",https://www.banki.ru/services/responses/bank/response/10122368/
0.0,"Дважды пытался быть клиентом банка, один раз в 2011 году,  и с декабря 2016 ровно год как я снова наступил на то же самое - за 6 лет ничего не изменилось. Проблем у этой конторы много, конкурентноспособна она только лишь тем, что предоставляет некоторые продукты бесплатно - именно поэтому я решил попробовать воспользоваться их услугами ещё раз, о чём позже 10 раз пожалел. Обо всем по порядку:",https://www.banki.ru/services/responses/bank/response/10122369/
0.0,"Здравствуйте! Исправно плачу по кредиту, за что Банк ВТБ 24 меня поблагодарил в СМС 24 ноября 2017: ""Банк ВТБ24 благодарит Вас за своевременное погашение кредита. Рады сообщить,что до 20.12.2017 мы снижаем процентную ставку по Вашему кредиту на 1%..""",https://www.banki.ru/services/responses/bank/response/10122370/
0.0,"Сегодня 26 декабря 2017 года, в предверии новогодних праздников Райффайзен банк, где собственно я являюсь клиентом лишил меня последних денег.",https://www.banki.ru/services/responses/bank/response/10122516/
1.0,"Ранее был клиентом банка. Пользовался дебетовой картой. Очень импонирует, что переводы по России без комиссии.В предверии праздников понадобились деньги . Так как кредитной истории не было , везде отказывали. В Почта банк подал заявку, в это же день одобрили кредит . Оформление заняло не более 10 минут. Девушки на Ефремова очень компетентные. Рассказали все подробно про условия и способы оплаты.  Желаю успехов! Спасибо за качество и удобство !",https://www.banki.ru/services/responses/bank/response/10122372/
0.0,"Решила я закрыть кредитную карту, пришла ближайший ко мне офис банка рядом с м.Семёновская.",https://www.banki.ru/services/responses/bank/response/10122371/
1.0,"Здравствуйте, хочу оставить отзыв.  Посещала в начале декабря офис Сбербанка, на ул. Кабанская 13б, так живу рядом, получила консультацию по использованию карт. Так как получаю зарплату через Сбербанк, пришла проконсультироваться на счет карты Мир. Меня обслужила специалист банка Бундашинова Наталья, качественно и быстро, проконсультировала по моему вопросу, рассказала обо всех возможностях использования карты, была очень доброжелательна, и приветлива. Спасибо ей за её профессионализм и отзывчивость.",https://www.banki.ru/services/responses/bank/response/10122374/
1.0,"Хочу сказать спасибо моему банку Тинькофф! Сейчас я пользуюсь дебетовой картой Тинькофф блэк, не сразу решилась ее оформить, но в итоге не пожалела.",https://www.banki.ru/services/responses/bank/response/10122373/
1.0,Просто лучший банк!,https://www.banki.ru/services/responses/bank/response/10122376/
1.0,"Выражаю огромную благодарность сотрудникам Альфа-Банка: начальнику отдела по работе с ключевыми клиентами Попову Дмитрию Владимировичу и старшему менеджеру по работе с ключевыми клиентами Минкиной Елене Николаевне!!! Очень оперативно решили мой АРХИ-важный вопрос! Хочу отметить профессионализм, внимательность, индивидуальный подход и отзывчивость!",https://www.banki.ru/services/responses/bank/response/10122378/
0.0,Тема очень простая. Получил карту к ипотечному счёту. Через банкомат заполучил логин-пароль для онлайн-банка.,https://www.banki.ru/services/responses/bank/response/10122380/
0.0,"Добрый день,",https://www.banki.ru/services/responses/bank/response/10122398/
1.0,"Руководство ООО «Мероприятие.ру» выражает признательность коллективу ОАО «Альфа- Банк», в особенности, эксперту по банковским решениям",https://www.banki.ru/services/responses/bank/response/10122381/
1.0,"Выражаю благодарность сотрудникам отделения Сбербанка, расположенного по адресу г. Санкт-Петербург, ул. Нахимова, д. 14/41. Быстро и грамотно оформили потребительский кредит на 500 тыс. рублей по минимальной ставке. Получила зарплату карту, перевыпустила кредитную карту в этом отделении. Обслуживанием осталась довольна. Радует профессиональный подход.",https://www.banki.ru/services/responses/bank/response/10122383/
0.0,На протяжении 2х недель с номера +7 495 7392167 поступают звонки. За день 6-7 звонков. Навязывают карты и кредиты.,https://www.banki.ru/services/responses/bank/response/10122384/
0.0,Начало истории,https://www.banki.ru/services/responses/bank/response/10122377/
0.0,"22 декабря я выяснил что у меня заблокировали мастер счет со всеми имеющимся средствами на нем, так как был вечер и впереди выходные, разбор полетов решил отложить на понедельник 25 декабря. Мой персональный менеджер Ольга Тихонова, являюсь пользователем пакета Привилегия, как обычно меня проигнорировала (сбрасывает звонок, затем не берет трубку и не перезванивает), но речь не о ней. В понедельник я услышал что мой друг звонит в банк и пытается понять что же у него произошло с мастер счетом. И так уже получилось нас двое с заблокированными счетами.",https://www.banki.ru/services/responses/bank/response/10122387/
0.0,"Вчера, 25.12.2017 позвонила девушка, представилась с Банка Ренесанс Кредит и говорит, ""Вам подготовлена и одобрена сумма кредита до 700 тыс. руб. Предложение уникальное и т.п. и всего нужен только паспорт."" В общем, я решил подумать, и попросил позвонить завтра, после обеда, позвонили мне в это время и снова ""Вам подготовленная и одобрена сумма до 700 тыс руб. ... и пока я вас соединяю со специалистом, ответе на пару вопросов: первый был про работаю - не работаю, второй где зарегистрирован, всё, после ответа на последний вопрос ""к сожалению банк отказал Вам в выдаче кредита, всего хорошего"".",https://www.banki.ru/services/responses/bank/response/10122400/
0.0,Октябрь и ноябрь 2017 г. активноинформировали о том что у вас есть предодобренный кредит 599 000 под 17.5,https://www.banki.ru/services/responses/bank/response/10122461/
0.0,"Ситуация: кладу на свою кредитную карту ВТБ 24 энную сумму, приходит смс на телефон - деньги поступили....На кредитной карте долгов перед банком нет. Перевожу в личном кабинете эту энную сумму на свой мастер счет ВТБ 24.  Деньги зачисляются....Утром получаю снятие с кредитной карты штрафа, в размере 420 р. Звоню в банк, узнаю за что такая радость? Ответ - рано перевел средства с карты на мастер счет!!! Фантастика....деньги поступили на карту, но сразу их отправлять оказывается нельзя. Времени мало прошло.  Итог: я свои деньги положил на карту, и меня еще и штрафовали в итоге.  Откуда я должен знать, когда можно переводить деньги после поступления на карту, а когда это рано делать? Считаю, что это беспредел!!! Верните деньги!!!",https://www.banki.ru/services/responses/bank/response/10122390/
0.0,Уважаемый Банк!,https://www.banki.ru/services/responses/bank/response/10122391/
0.0,Добрый день!,https://www.banki.ru/services/responses/bank/response/10122667/
0.0,"Навязали мне в автосалоне тачку в конце 15 года,по докам 04 года,по вину 02,доки от серебристой тачки,а она синяя,в руки доки не дают пока не подпишешь кредитный договор,со сломанной коробкой,на холодную ехала норм, а прогревшись вставала в аварийный режим. Гаи не ставили на учёт авто,так как доки не от неё, переварены таблички с вином. Автосалон показывали по 1-му каналу, в программе ""Человек и закон"". Полный беспредел, передо мной женщина с сыном брали форд, после них я зашла к Рите, представителю плюс банка, хотя по телефону отдел взыскания твердит ,что это работник салона,почему она заключает договора плюс банка тогда?",https://www.banki.ru/services/responses/bank/response/10122514/
1.0,"В нашем городе только данный банк оказывает услуги по переводу денег в данной системе Western Union. Тут я так же столкнулся либо с ""обманом"", либо ""незнанием кассира"".",https://www.banki.ru/services/responses/bank/response/10122405/
0.0,"25 декабря 2017г. На адрес регистрации по которому я непроживаю уже более 4-х лет, пришло письмо от Сбербанка.В письме сообщалось о том что: По моей банковской карте 4276 **** **** 6659, образоваласьзадолженность в размере 1910,47 руб.-просроченный основной долг: 1273,07 руб.-просроченные проценты: 637,04 руб.Данную карту я не открывала. И все карты, которые на данныймомент у меня действуют, ни какой задолженности не имеют.Обратившись в службу поддержки, я долго ждала внятногоответа от сотрудника банка, но на мое имя данную карту они не могли найти.В итоге карту нашли и сказали, что по этой карте я должнабанку не",https://www.banki.ru/services/responses/bank/response/10122407/
0.0,"Добрый день,  хочу высказаться об очередном качественном обслуживании. У меня на руках находится карта которая совмещена (как кредитная так и зарплатная). На нее приходит ежемесячная благодарность от работодателя.  В ноябре месяце у меня истек срок бесплатного смс информирования по карте который банк предоставлял на 360 дней как жест доброй воли для сохранения лояльности. Спасибо конечно за данную услугу. Предварительно меня поставили в известность о прекращении действия и я ожидал отключения. Но без косяков же не бывает в этом банке. Вместе с предоставленным пакетом смс оповещений  мне отключили и",https://www.banki.ru/services/responses/bank/response/10122403/
0.0,"Я очень недовольна  и расстроена эти подлым снятием Q-Cash Fee от Райфаззен Банка. Сняли тихо без уведомлений и предупреждений. Покупку вет сертификатов совершала он лайн , наличку не снимала. Все деньги банку вернула в льготный период.  Хорошо случайно проверила Коннект и оказалось , что я еще должна банку!",https://www.banki.ru/services/responses/bank/response/10122409/
0.0,"Обратился в отделение Россельхозбанка для рефинансирования ипотечного кредита, т.к. данный банк предоставлял самый выгодный процент на сегодняшний день. Документы все были предоставлены 14.12.2017, менеджер принял документ и сказал, что свяжется с нами через 5 рабочих дней. Проходит 6 рабочих дней.. тишина...Осуществляю звонок в банк, менеджер уточняет ФИО и говорит, что перезвонить чуть позже. Проходит день, никто не звонит и в банке уже не берут трубку. Звонок на горячую линию, после 15 минут ожидания ответа специалиста, сообщают, что они вообще не видят статусы заявок по рефинансированию. Далее несколько дней опять пытался связаться с банком, безрезультатно.Сегодня 26.12.2017 осуществляю очередной звонок в банк,на удивление ответил менеджер, что свяжется, но видимо как и в первый раз. Чтобы не доводить ситуацию до негатива, решил оповестить руководства о недобросовестной работе со стороны сотрудников, набрал номер приемной, взяла женщина, попросил представится, сотрудник отказался отвечать нагрубив ""какое ваше дело, как меня зовут"", попросив связать с руководителем, сказали что его нет и никто не знает когда будет. Прошу вас разобраться со своим персоналом, вплоть до руководства, за  отвратительнейшее обслуживание и отсутствие контроля над персоналом.",https://www.banki.ru/services/responses/bank/response/10122382/
1.0,Добрый день! Хотел бы написать отзыв об отделении Алтуфьево Московского кредитного банка.,https://www.banki.ru/services/responses/bank/response/10122392/
0.0,Здравствуйте.,https://www.banki.ru/services/responses/bank/response/10122410/
1.0,"Я обладатель ипотечного кредитования со стажем уже 9 лет и думал так и состарюсь не получив огромной радости от закрытия (оставалось ещё 16 лет и ставка 14,95%) , но как -то увидел предложение от Банки. ру предложение о рефинансировании и не питая больших надежд отправил заявку. Каково было моё удивление когда буквально на следующий день со мной связался представитель Банка Тинькофф Ильнур Ибрагимов. Очень внимательный, корректный и приятный в общении молодой человек. Выслав пошаговую рекомендацию по заполнению всех пунктов прохождения и контролируя каждый мой шаг с необычайной легкостью мы вышли на предложение банка в 9,5 % , сбор документов и отправка их банку я сделал не выходя из дома (фото по телефону или эл. почтой) доставку документов банку осуществил представитель банка Тиньков которого прислал ко мне Ильнур Ибрагимов.",https://www.banki.ru/services/responses/bank/response/10122406/
0.0,"Обслуживаюсь в данном банке уже почти 6 лет как ИП. Все эти годы производил операцию перевода денежных средств на карту, не пользуясь снятием наличных средств в отделении. С 01 декабря банк повысил свои тарифы, уведомив, письмом об изменении в интернет-банке. Причем в письме была только ссылка на сайт банка и какие тарифы конкретно изменились - указано не было. А изменения произошли катастрофические. Был введен тариф на перевод денежных средств на карту в непомерном размере (до 10% от суммы перевода без ограничения!), при котором ни один здравомыслящий человек данное перечисление делать не будет. Но я тариф, к сожалению, не посмотрел. И сделав обычный платеж, с меня списали не стандартные 50 руб, а 110 000 руб.! Вот это схема!",https://www.banki.ru/services/responses/bank/response/10122401/
0.0,"Добрый день. Взял товар в рассрочку через ОТП банк. Сразу минусы: погашение только в дату ближайшего платежа. Например, у ХоумКредит такого нет в первый месяц. Ну тут ок.",https://www.banki.ru/services/responses/bank/response/10122412/
0.0,Добрый день.,https://www.banki.ru/services/responses/bank/response/10122413/
0.0,Добрый день! Были,https://www.banki.ru/services/responses/bank/response/10122417/
0.0,"28.09.2017 я подавала черездоп. офис №  8596/0142 (г. Курск, ул.",https://www.banki.ru/services/responses/bank/response/10122419/
1.0,"ИП Пинхасик Борис Самуилович выражает признательность и благодарность сотрудникам АО «Альфа-Банк», в частности, эксперту по банковским решениям Константиновой Екатерине Сергеевне, за эффективную работу в рамках нашего совместного сотрудничества.",https://www.banki.ru/services/responses/bank/response/10122416/
1.0,"Являюсь уже 3 года клиентом банка ""Русский Стандарт"". Данный банк мне очень нравится: высокие проценты по вкладам, кредитные карты с кэшбэк бонусами и льготным периодом.Вообщем каждый может найти для себя необходимый банковский продукт. На протяжении всех трёх лет всегда обращаюсь в отделение банка на Ленина 34 к менеджеру Пряхиной Александре.Она подробно  и грамотно отвечает на все интересующие меня вопросы, всегда приветлива и обходительна. Рекомендую этот банк всем своим  друзьям  и знакомым.",https://www.banki.ru/services/responses/bank/response/10122517/
0.0,"Сегодня, 26 декабря 2017 года, отстояв в офисе №9040/01603 два часа, мне отказались сделать перевод наличных по Колибри в Казахстан. На сайте Сбербанка данный офис находится в списке, производящих данную услугу. Девушка нахамила и отказалась обслуживать. Кажется, Анастасия.  Перед нами пожилая женщина тоже ушла от нее в слезах.",https://www.banki.ru/services/responses/bank/response/10122414/
1.0,"Решил поделиться личными итогами сотрудничества с разными банками в 2017 году. Уже много лет (не помню и сколько, по моему, с 2005 года) пользуюсь кредитной картой Ситибанка, кобрендовой с Аэрофлотом. Поскольку мили Аэрофлота сейчас обесценились по сравнению с ""нулевыми"" годами, когда впервые открыл их карту, уже несколько лет хочу закрыть эту кредитку, но каждый раз менеджеры банка делают интересное персональное предложение, от которого просто глупо отказываться, и я остаюсь с Ситибанком, время от времени совершаю покупки по этой карте, и надеюсь, что банк тоже не внакладе от них.",https://www.banki.ru/services/responses/bank/response/10122522/
0.0,"04.12.2017 хотел досрочно закрыть кредит в отделении Почта банка по адресу г. Воронеж , Ленинский проспект,  174П, ТЦ Максимир.  Через банкомат на кредитный счет была занесена сумма 268500 руб.. несколько большая, чем озвучил сотрудник банка после подсчета суммы в системе.  После одобрительного ответа, что все в порядке я ушел. Спустя неделю я обратился в этот же самый офис и на вопрос все ли в порядке выяснилось, что кредит не закрыт. Оказывается для полного закрытия не хватило суммы порядка 140 рублей.  После выяснения всех обстоятельств другой специалист банка подтвердил ошибку первого сотрудника при подсчете суммы для досрочного закрытия кредита и предложил написать претензию. Претензия был присвоен номер 712823 с пометкой ""срочно"". Также сотрудник банка сообщил, что такого рода претензии не по вине клиента рассматриваются в течение недели.  На сегодняшний день уже 26 декабря 2017-го и претензия по прежнему в статусе рассмотрения.",https://www.banki.ru/services/responses/bank/response/10122521/
1.0,"Хочу выразить благодарность сотрудникам офиса за качественное и оперативное обслуживание.Срочно потребовалась справка для визы обратилась в офис, объяснила что нужно очень быстро, в течение 10 минут справка была выдана, документы для визы предоставила вовремя, чему очень рада, также была приятно удивлена, что мне напомнили о том,  что к моей карте имеется страхование   для выезжающих за границу .  Спасибо за внимательное и отзывчивое  отношение к клиентам.",https://www.banki.ru/services/responses/bank/response/10122523/
1.0,"Резюмирую для себя личный опыт общения с разными банками, и заодно делюсь им. Пользовался картами 4 банков, открыл в ноябре пятую карту Тинькова из-за интересного предложения - 10000 миль S7 в подарок. Поскольку летаю часто, в S7 у меня элитный уровень, банк и авиакомпания проводят закрытые распродажи с хорошими ценами на билеты, подумал, надо взять. Заполнил заявку, карту привезли через пару дней. Оказалось, что у них удобный интернет-банк, можно оплачивать ЖКХ, причём картами других банков, есть спецпредложения, но какие-то неинтересные. (А то, что интересно мне, банк не предложил, хотя у друзей это спецпредложение было, и по отзывам знакомых, кто давно с этим банком, так часто бывает - они дают спецпредложение на то, что ты не покупаешь) Ещё при открытии карты у Тинькова висит реклама ""До 18 миль за 60 рублей при покупке у партнёров"", но пока ни одного такого предложения из этой категории там не видел с повышенными милями (за это минус 1 балл от моего личного восприятия и оценка 4 вместо 5). Но, как говорится, это только начало, и надеюсь, что после НГ такие предложения тоже появятся.",https://www.banki.ru/services/responses/bank/response/10122526/
0.0,"Оформляла кредит 15 декабря в Стоматологии ""Все свои"". Сотрудники сказали, что можно отправить заявку в несколько банков. Я попросила Альфа. Сотрудник сфотографировал мой паспорт на телефон и отправила куда-то через сообщение (то ли viber, то ли whats app), после чего мне набрали с какого-то номера (так и не поняла кто) и спросили кучу данных. У меня вопрос:  Почему мой паспорт фотографируют на телефон и передают кому-то? Зачем это делается? Разве он не идет только в банк? После этого мне начали звонить куча организаций с предложениями различных услуг, косметики, страховые компании и всякие интернет магазины. И еще я наслышана об историях с копиями паспорта, когда на людей оформляют еще 10 кредитов и не хочу, чтобы на меня также оформили!",https://www.banki.ru/services/responses/bank/response/10122520/
